"","state","county","GEO_ID","S2201_C01_021E","S2201_C01_021EA","S2201_C03_001E","S2201_C03_001EA","S2201_C01_001E","S2201_C01_001EA","year"
"400","48","149","0500000US48149",1152,NA,742,NA,9553,NA,2016
"401","48","491","0500000US48491",10852,NA,9169,NA,165425,NA,2016
"402","48","233","0500000US48233",1339,NA,1062,NA,7910,NA,2016
"403","48","343","0500000US48343",929,NA,983,NA,5015,NA,2016
"404","48","361","0500000US48361",5009,NA,5148,NA,32269,NA,2016
"405","48","495","0500000US48495",423,NA,316,NA,2623,NA,2016
"406","48","201","0500000US48201",234656,NA,203096,NA,1536259,NA,2016
"407","48","053","0500000US48053",1719,NA,1492,NA,16299,NA,2016
"408","48","171","0500000US48171",1052,NA,724,NA,10498,NA,2016
"409","48","251","0500000US48251",5952,NA,5695,NA,53880,NA,2016
"410","48","113","0500000US48113",143459,NA,129745,NA,894542,NA,2016
"411","48","311","0500000US48311",22,NA,9,NA,233,NA,2016
"412","48","503","0500000US48503",1084,NA,799,NA,7146,NA,2016
"413","48","223","0500000US48223",2309,NA,1821,NA,13259,NA,2016
"414","48","357","0500000US48357",491,NA,342,NA,3587,NA,2016
"415","48","275","0500000US48275",223,NA,184,NA,1374,NA,2016
"416","48","309","0500000US48309",16548,NA,11343,NA,87185,NA,2016
"417","48","095","0500000US48095",122,NA,37,NA,790,NA,2016
"418","48","137","0500000US48137",109,NA,108,NA,718,NA,2016
"419","48","133","0500000US48133",1351,NA,742,NA,6752,NA,2016
"420","48","243","0500000US48243",119,NA,84,NA,1013,NA,2016
"421","48","247","0500000US48247",388,NA,439,NA,1592,NA,2016
"422","48","339","0500000US48339",17588,NA,12001,NA,179587,NA,2016
"423","48","127","0500000US48127",882,NA,939,NA,3457,NA,2016
"424","48","479","0500000US48479",20953,NA,22136,NA,71092,NA,2016
"425","48","011","0500000US48011",70,NA,15,NA,702,NA,2016
"426","48","069","0500000US48069",368,NA,341,NA,2490,NA,2016
"427","48","273","0500000US48273",2551,NA,2008,NA,10777,NA,2016
"428","48","097","0500000US48097",1903,NA,1900,NA,14896,NA,2016
"429","48","107","0500000US48107",394,NA,467,NA,2110,NA,2016
"430","48","151","0500000US48151",302,NA,194,NA,1650,NA,2016
"431","48","131","0500000US48131",965,NA,1120,NA,3892,NA,2016
"432","48","031","0500000US48031",377,NA,172,NA,4174,NA,2016
"433","48","241","0500000US48241",1845,NA,1675,NA,11910,NA,2016
"434","48","245","0500000US48245",17768,NA,15219,NA,94097,NA,2016
"435","48","271","0500000US48271",175,NA,126,NA,1139,NA,2016
"436","48","359","0500000US48359",64,NA,35,NA,616,NA,2016
"437","48","279","0500000US48279",884,NA,751,NA,4817,NA,2016
"438","48","295","0500000US48295",126,NA,71,NA,1235,NA,2016
"439","48","307","0500000US48307",508,NA,673,NA,3101,NA,2016
"440","48","319","0500000US48319",283,NA,137,NA,1688,NA,2016
"441","48","125","0500000US48125",159,NA,141,NA,869,NA,2016
"442","48","287","0500000US48287",947,NA,516,NA,6014,NA,2016
"443","48","439","0500000US48439",86901,NA,81101,NA,682967,NA,2016
"444","48","001","0500000US48001",2516,NA,2079,NA,16572,NA,2016
"445","48","139","0500000US48139",5687,NA,5342,NA,53803,NA,2016
"446","48","239","0500000US48239",736,NA,488,NA,5164,NA,2016
"447","48","265","0500000US48265",2853,NA,2391,NA,20476,NA,2016
"448","48","331","0500000US48331",1530,NA,1958,NA,9423,NA,2016
"449","48","093","0500000US48093",953,NA,516,NA,5079,NA,2016
"450","48","145","0500000US48145",1289,NA,1112,NA,5447,NA,2016
"451","48","047","0500000US48047",772,NA,820,NA,2031,NA,2016
"452","48","015","0500000US48015",1531,NA,1137,NA,11222,NA,2016
"453","48","261","0500000US48261",33,NA,20,NA,170,NA,2016
"454","48","089","0500000US48089",1140,NA,666,NA,7624,NA,2016
"455","48","409","0500000US48409",3266,NA,2654,NA,23237,NA,2016
"456","48","381","0500000US48381",4988,NA,3473,NA,48893,NA,2016
"457","48","411","0500000US48411",363,NA,204,NA,2110,NA,2016
"458","48","413","0500000US48413",169,NA,83,NA,1091,NA,2016
"459","48","507","0500000US48507",1368,NA,1468,NA,3638,NA,2016
"460","48","057","0500000US48057",1323,NA,933,NA,7800,NA,2016
"461","48","155","0500000US48155",36,NA,59,NA,526,NA,2016
"462","48","175","0500000US48175",415,NA,296,NA,2798,NA,2016
"463","48","193","0500000US48193",592,NA,553,NA,3231,NA,2016
"464","48","335","0500000US48335",287,NA,302,NA,2660,NA,2016
"465","48","449","0500000US48449",1943,NA,1658,NA,10573,NA,2016
"466","48","285","0500000US48285",958,NA,605,NA,7741,NA,2016
"467","48","445","0500000US48445",581,NA,875,NA,4214,NA,2016
"468","48","497","0500000US48497",2396,NA,2411,NA,21427,NA,2016
"469","48","321","0500000US48321",2991,NA,2216,NA,13666,NA,2016
"470","48","447","0500000US48447",123,NA,31,NA,725,NA,2016
"471","48","371","0500000US48371",557,NA,421,NA,4334,NA,2016
"472","48","397","0500000US48397",1768,NA,1617,NA,29392,NA,2016
"473","48","441","0500000US48441",8109,NA,6390,NA,49489,NA,2016
"474","48","471","0500000US48471",4909,NA,1456,NA,20695,NA,2016
"475","48","499","0500000US48499",2088,NA,1579,NA,16097,NA,2016
"476","48","007","0500000US48007",1369,NA,990,NA,9552,NA,2016
"477","48","079","0500000US48079",229,NA,170,NA,1007,NA,2016
"478","48","081","0500000US48081",265,NA,134,NA,1567,NA,2016
"479","48","099","0500000US48099",2999,NA,2520,NA,22791,NA,2016
"480","48","211","0500000US48211",154,NA,115,NA,1374,NA,2016
"481","48","341","0500000US48341",1047,NA,907,NA,6772,NA,2016
"482","48","375","0500000US48375",8651,NA,7598,NA,43154,NA,2016
"483","48","405","0500000US48405",747,NA,539,NA,2972,NA,2016
"484","48","417","0500000US48417",253,NA,166,NA,1317,NA,2016
"485","48","427","0500000US48427",6063,NA,7070,NA,16219,NA,2016
"486","48","461","0500000US48461",246,NA,98,NA,1263,NA,2016
"487","48","049","0500000US48049",2207,NA,1900,NA,13361,NA,2016
"488","48","191","0500000US48191",312,NA,244,NA,1235,NA,2016
"489","48","159","0500000US48159",652,NA,597,NA,4114,NA,2016
"490","48","163","0500000US48163",1043,NA,1280,NA,4660,NA,2016
"491","48","281","0500000US48281",1016,NA,872,NA,7583,NA,2016
"492","48","197","0500000US48197",285,NA,194,NA,1590,NA,2016
"493","48","045","0500000US48045",95,NA,80,NA,698,NA,2016
"494","48","291","0500000US48291",4185,NA,4312,NA,25611,NA,2016
"495","48","301","0500000US48301",5,NA,7,NA,37,NA,2016
"496","48","395","0500000US48395",1040,NA,1146,NA,6366,NA,2016
"497","48","401","0500000US48401",2749,NA,2237,NA,17795,NA,2016
"498","48","455","0500000US48455",857,NA,647,NA,5459,NA,2016
"499","48","019","0500000US48019",1331,NA,811,NA,8256,NA,2016
"500","48","075","0500000US48075",561,NA,346,NA,2356,NA,2016
"501","48","091","0500000US48091",4210,NA,2534,NA,45338,NA,2016
"502","48","225","0500000US48225",1915,NA,1397,NA,8221,NA,2016
"503","48","349","0500000US48349",3082,NA,3588,NA,17409,NA,2016
"504","48","415","0500000US48415",454,NA,586,NA,5908,NA,2016
"505","48","433","0500000US48433",80,NA,60,NA,501,NA,2016
"506","48","021","0500000US48021",3080,NA,3134,NA,25822,NA,2016
"507","48","025","0500000US48025",1772,NA,1240,NA,8698,NA,2016
"508","48","103","0500000US48103",209,NA,88,NA,1543,NA,2016
"509","48","373","0500000US48373",3163,NA,2815,NA,17632,NA,2017
"510","48","391","0500000US48391",439,NA,316,NA,2694,NA,2017
"511","48","467","0500000US48467",2669,NA,2343,NA,19354,NA,2017
"512","48","055","0500000US48055",1923,NA,1925,NA,12894,NA,2017
"513","48","487","0500000US48487",758,NA,897,NA,5155,NA,2017
"514","48","317","0500000US48317",139,NA,42,NA,1635,NA,2017
"515","48","383","0500000US48383",154,NA,34,NA,1171,NA,2017
"516","48","501","0500000US48501",356,NA,170,NA,2652,NA,2017
"517","48","189","0500000US48189",2125,NA,1974,NA,11217,NA,2017
"518","48","419","0500000US48419",1994,NA,1725,NA,9218,NA,2017
"519","48","387","0500000US48387",952,NA,714,NA,5218,NA,2017
"520","48","399","0500000US48399",590,NA,439,NA,3781,NA,2017
"521","48","407","0500000US48407",1590,NA,1713,NA,9414,NA,2017
"522","48","435","0500000US48435",97,NA,107,NA,1573,NA,2017
"523","48","451","0500000US48451",5626,NA,4112,NA,43081,NA,2017
"524","48","459","0500000US48459",2007,NA,1979,NA,14061,NA,2017
"525","48","469","0500000US48469",4378,NA,3757,NA,32734,NA,2017
"526","48","473","0500000US48473",2472,NA,2469,NA,14698,NA,2017
"527","48","481","0500000US48481",2398,NA,2264,NA,15224,NA,2017
"528","48","485","0500000US48485",8981,NA,6699,NA,48528,NA,2017
"529","48","493","0500000US48493",1521,NA,1391,NA,15755,NA,2017
"530","48","033","0500000US48033",13,NA,8,NA,248,NA,2017
"531","48","219","0500000US48219",1235,NA,1100,NA,8065,NA,2017
"532","48","315","0500000US48315",985,NA,939,NA,4457,NA,2017
"533","48","323","0500000US48323",4335,NA,4954,NA,16416,NA,2017
"534","48","329","0500000US48329",4448,NA,3993,NA,55045,NA,2017
"535","48","181","0500000US48181",6887,NA,6484,NA,47550,NA,2017
"536","48","297","0500000US48297",372,NA,238,NA,3586,NA,2017
"537","48","299","0500000US48299",1010,NA,740,NA,8681,NA,2017
"538","48","363","0500000US48363",1862,NA,1498,NA,10441,NA,2017
"539","48","147","0500000US48147",1857,NA,1302,NA,12027,NA,2017
"540","48","255","0500000US48255",803,NA,710,NA,4303,NA,2017
"541","48","123","0500000US48123",1274,NA,1054,NA,7260,NA,2017
"542","48","041","0500000US48041",19618,NA,6866,NA,77480,NA,2017
"543","48","059","0500000US48059",1130,NA,512,NA,5291,NA,2017
"544","48","067","0500000US48067",2032,NA,1860,NA,11811,NA,2017
"545","48","165","0500000US48165",668,NA,498,NA,5716,NA,2017
"546","48","183","0500000US48183",7394,NA,6931,NA,45615,NA,2017
"547","48","179","0500000US48179",1101,NA,905,NA,7971,NA,2017
"548","48","313","0500000US48313",727,NA,508,NA,4174,NA,2017
"549","48","303","0500000US48303",19953,NA,13919,NA,110275,NA,2017
"550","48","237","0500000US48237",440,NA,263,NA,3075,NA,2017
"551","48","257","0500000US48257",4567,NA,3915,NA,36525,NA,2017
"552","48","259","0500000US48259",910,NA,741,NA,13691,NA,2017
"553","48","035","0500000US48035",959,NA,660,NA,7027,NA,2017
"554","48","153","0500000US48153",394,NA,392,NA,2320,NA,2017
"555","48","029","0500000US48029",96958,NA,85917,NA,627889,NA,2017
"556","48","017","0500000US48017",385,NA,301,NA,2230,NA,2017
"557","48","071","0500000US48071",1621,NA,827,NA,13320,NA,2017
"558","48","023","0500000US48023",236,NA,242,NA,1644,NA,2017
"559","48","027","0500000US48027",15973,NA,15913,NA,116397,NA,2017
"560","48","061","0500000US48061",35671,NA,31721,NA,122188,NA,2017
"561","48","121","0500000US48121",22153,NA,15207,NA,275164,NA,2017
"562","48","117","0500000US48117",971,NA,887,NA,6118,NA,2017
"563","48","167","0500000US48167",15392,NA,13652,NA,117455,NA,2017
"564","48","141","0500000US48141",54912,NA,57851,NA,263200,NA,2017
"565","48","283","0500000US48283",333,NA,297,NA,2286,NA,2017
"566","48","393","0500000US48393",5,NA,8,NA,326,NA,2017
"567","48","443","0500000US48443",86,NA,4,NA,343,NA,2017
"568","48","457","0500000US48457",1229,NA,1401,NA,7312,NA,2017
"569","48","463","0500000US48463",1499,NA,1550,NA,8624,NA,2017
"570","48","483","0500000US48483",346,NA,197,NA,2287,NA,2017
"571","48","037","0500000US48037",5904,NA,4837,NA,33171,NA,2017
"572","48","009","0500000US48009",310,NA,233,NA,3351,NA,2017
"573","48","043","0500000US48043",469,NA,606,NA,3932,NA,2017
"574","48","263","0500000US48263",39,NA,31,NA,275,NA,2017
"575","48","215","0500000US48215",68327,NA,71297,NA,232523,NA,2017
"576","48","423","0500000US48423",11108,NA,8796,NA,77801,NA,2017
"577","48","425","0500000US48425",652,NA,472,NA,3234,NA,2017
"578","48","105","0500000US48105",301,NA,143,NA,1411,NA,2017
"579","48","199","0500000US48199",2711,NA,2046,NA,20739,NA,2017
"580","48","207","0500000US48207",382,NA,396,NA,2128,NA,2017
"581","48","227","0500000US48227",1631,NA,1150,NA,11032,NA,2017
"582","48","289","0500000US48289",962,NA,648,NA,6245,NA,2017
"583","48","333","0500000US48333",283,NA,104,NA,1833,NA,2017
"584","48","337","0500000US48337",1163,NA,916,NA,8044,NA,2017
"585","48","351","0500000US48351",776,NA,845,NA,4781,NA,2017
"586","48","365","0500000US48365",1256,NA,1101,NA,9032,NA,2017
"587","48","389","0500000US48389",610,NA,485,NA,3731,NA,2017
"588","48","403","0500000US48403",649,NA,390,NA,3811,NA,2017
"589","48","421","0500000US48421",143,NA,21,NA,1063,NA,2017
"590","48","437","0500000US48437",573,NA,475,NA,2602,NA,2017
"591","48","231","0500000US48231",5652,NA,4886,NA,31781,NA,2017
"592","48","063","0500000US48063",773,NA,944,NA,4730,NA,2017
"593","48","195","0500000US48195",314,NA,123,NA,1924,NA,2017
"594","48","187","0500000US48187",5377,NA,3980,NA,51990,NA,2017
"595","48","077","0500000US48077",594,NA,491,NA,4076,NA,2017
"596","48","205","0500000US48205",129,NA,61,NA,1754,NA,2017
"597","48","217","0500000US48217",2092,NA,1894,NA,12674,NA,2017
"598","48","293","0500000US48293",1414,NA,1191,NA,8100,NA,2017
"599","48","347","0500000US48347",5527,NA,3781,NA,23825,NA,2017
"600","48","369","0500000US48369",519,NA,332,NA,3222,NA,2017
"601","48","367","0500000US48367",4148,NA,3330,NA,43942,NA,2017
"602","48","377","0500000US48377",834,NA,855,NA,2589,NA,2017
"603","48","465","0500000US48465",3100,NA,3343,NA,15189,NA,2017
"604","48","109","0500000US48109",187,NA,132,NA,735,NA,2017
"605","48","135","0500000US48135",6137,NA,6695,NA,51475,NA,2017
"606","48","169","0500000US48169",195,NA,279,NA,1715,NA,2017
"607","48","173","0500000US48173",42,NA,2,NA,475,NA,2017
"608","48","185","0500000US48185",1515,NA,1254,NA,8980,NA,2017
"609","48","453","0500000US48453",53006,NA,36738,NA,447561,NA,2017
"610","48","085","0500000US48085",22139,NA,11109,NA,323905,NA,2017
"611","48","005","0500000US48005",5439,NA,5928,NA,30931,NA,2017
"612","48","087","0500000US48087",144,NA,223,NA,1099,NA,2017
"613","48","101","0500000US48101",171,NA,156,NA,664,NA,2017
"614","48","209","0500000US48209",10735,NA,5085,NA,68045,NA,2017
"615","48","143","0500000US48143",3162,NA,1736,NA,13827,NA,2017
"616","48","039","0500000US48039",12115,NA,10186,NA,117088,NA,2017
"617","48","345","0500000US48345",54,NA,73,NA,469,NA,2017
"618","48","129","0500000US48129",197,NA,140,NA,1230,NA,2017
"619","48","013","0500000US48013",2212,NA,2506,NA,15509,NA,2017
"620","48","083","0500000US48083",750,NA,456,NA,3470,NA,2017
"621","48","353","0500000US48353",901,NA,831,NA,5552,NA,2017
"622","48","229","0500000US48229",318,NA,235,NA,890,NA,2017
"623","48","325","0500000US48325",1966,NA,2048,NA,15154,NA,2017
"624","48","475","0500000US48475",567,NA,397,NA,3954,NA,2017
"625","48","213","0500000US48213",4974,NA,4194,NA,30459,NA,2017
"626","48","203","0500000US48203",4172,NA,3142,NA,23363,NA,2017
"627","48","327","0500000US48327",126,NA,105,NA,964,NA,2017
"628","48","277","0500000US48277",3530,NA,3415,NA,19085,NA,2017
"629","48","149","0500000US48149",994,NA,593,NA,9298,NA,2017
"630","48","491","0500000US48491",10615,NA,8403,NA,170051,NA,2017
"631","48","267","0500000US48267",376,NA,246,NA,1941,NA,2017
"632","48","233","0500000US48233",1317,NA,981,NA,7799,NA,2017
"633","48","477","0500000US48477",1492,NA,907,NA,12205,NA,2017
"634","48","343","0500000US48343",806,NA,962,NA,5024,NA,2017
"635","48","361","0500000US48361",4727,NA,5235,NA,32272,NA,2017
"636","48","429","0500000US48429",675,NA,444,NA,3361,NA,2017
"637","48","495","0500000US48495",451,NA,290,NA,2524,NA,2017
"638","48","201","0500000US48201",232821,NA,202835,NA,1562813,NA,2017
"639","48","003","0500000US48003",590,NA,420,NA,5413,NA,2017
"640","48","053","0500000US48053",1606,NA,1408,NA,16545,NA,2017
"641","48","171","0500000US48171",1123,NA,793,NA,10795,NA,2017
"642","48","177","0500000US48177",1258,NA,1249,NA,7018,NA,2017
"643","48","113","0500000US48113",139382,NA,125896,NA,906179,NA,2017
"644","48","305","0500000US48305",427,NA,398,NA,2147,NA,2017
"645","48","311","0500000US48311",20,NA,0,NA,194,NA,2017
"646","48","503","0500000US48503",1056,NA,775,NA,7066,NA,2017
"647","48","505","0500000US48505",1333,NA,1350,NA,4457,NA,2017
"648","48","251","0500000US48251",5571,NA,5398,NA,55467,NA,2017
"649","48","221","0500000US48221",2400,NA,2001,NA,21527,NA,2017
"650","48","223","0500000US48223",2136,NA,1849,NA,13287,NA,2017
"651","48","357","0500000US48357",458,NA,336,NA,3549,NA,2017
"652","48","269","0500000US48269",3,NA,3,NA,101,NA,2017
"653","48","275","0500000US48275",212,NA,173,NA,1376,NA,2017
"654","48","309","0500000US48309",16579,NA,11661,NA,88208,NA,2017
"655","48","073","0500000US48073",3127,NA,2840,NA,17885,NA,2017
"656","48","095","0500000US48095",98,NA,33,NA,791,NA,2017
"657","48","119","0500000US48119",407,NA,314,NA,2035,NA,2017
"658","48","137","0500000US48137",93,NA,84,NA,634,NA,2017
"659","48","133","0500000US48133",1236,NA,717,NA,6437,NA,2017
"660","48","253","0500000US48253",884,NA,695,NA,5635,NA,2017
"661","48","243","0500000US48243",98,NA,97,NA,1007,NA,2017
"662","48","247","0500000US48247",423,NA,474,NA,1587,NA,2017
"663","48","249","0500000US48249",3019,NA,2516,NA,13614,NA,2017
"664","48","339","0500000US48339",17741,NA,12254,NA,186861,NA,2017
"665","48","111","0500000US48111",271,NA,246,NA,2432,NA,2017
"666","48","127","0500000US48127",963,NA,1023,NA,3476,NA,2017
"667","48","479","0500000US48479",21073,NA,21540,NA,72379,NA,2017
"668","48","157","0500000US48157",16400,NA,15682,NA,222331,NA,2017
"669","48","011","0500000US48011",56,NA,13,NA,702,NA,2017
"670","48","069","0500000US48069",307,NA,287,NA,2462,NA,2017
"671","48","235","0500000US48235",92,NA,31,NA,648,NA,2017
"672","48","273","0500000US48273",2610,NA,1887,NA,10958,NA,2017
"673","48","489","0500000US48489",2058,NA,1245,NA,5737,NA,2017
"674","48","097","0500000US48097",1753,NA,1955,NA,15185,NA,2017
"675","48","107","0500000US48107",419,NA,447,NA,2064,NA,2017
"676","48","115","0500000US48115",855,NA,650,NA,4339,NA,2017
"677","48","151","0500000US48151",311,NA,135,NA,1696,NA,2017
"678","48","131","0500000US48131",980,NA,1136,NA,3845,NA,2017
"679","48","051","0500000US48051",934,NA,967,NA,6565,NA,2017
"680","48","031","0500000US48031",378,NA,172,NA,4230,NA,2017
"681","48","241","0500000US48241",2002,NA,1640,NA,11974,NA,2017
"682","48","245","0500000US48245",17274,NA,14836,NA,94020,NA,2017
"683","48","271","0500000US48271",126,NA,100,NA,1200,NA,2017
"684","48","359","0500000US48359",50,NA,31,NA,581,NA,2017
"685","48","279","0500000US48279",887,NA,754,NA,4790,NA,2017
"686","48","295","0500000US48295",136,NA,93,NA,1276,NA,2017
"687","48","307","0500000US48307",515,NA,573,NA,3143,NA,2017
"688","48","319","0500000US48319",237,NA,97,NA,1622,NA,2017
"689","48","125","0500000US48125",167,NA,121,NA,832,NA,2017
"690","48","287","0500000US48287",916,NA,619,NA,6118,NA,2017
"691","48","439","0500000US48439",83469,NA,78025,NA,689921,NA,2017
"692","48","001","0500000US48001",2343,NA,1940,NA,16567,NA,2017
"693","48","139","0500000US48139",5532,NA,4693,NA,54725,NA,2017
"694","48","239","0500000US48239",774,NA,522,NA,5232,NA,2017
"695","48","265","0500000US48265",2368,NA,2063,NA,20580,NA,2017
"696","48","331","0500000US48331",1474,NA,1569,NA,9437,NA,2017
"697","48","093","0500000US48093",833,NA,536,NA,5107,NA,2017
"698","48","145","0500000US48145",1368,NA,1061,NA,5405,NA,2017
"699","48","047","0500000US48047",783,NA,802,NA,2022,NA,2017
"700","48","015","0500000US48015",1394,NA,1030,NA,11021,NA,2017
"701","48","261","0500000US48261",35,NA,40,NA,152,NA,2017
"702","48","355","0500000US48355",20950,NA,21175,NA,128857,NA,2017
"703","48","089","0500000US48089",1003,NA,486,NA,7603,NA,2017
"704","48","409","0500000US48409",3491,NA,2954,NA,23246,NA,2017
"705","48","379","0500000US48379",588,NA,529,NA,4333,NA,2017
"706","48","381","0500000US48381",4504,NA,3403,NA,49118,NA,2017
"707","48","385","0500000US48385",229,NA,119,NA,1123,NA,2017
"708","48","411","0500000US48411",332,NA,190,NA,2135,NA,2017
"709","48","413","0500000US48413",165,NA,59,NA,1102,NA,2017
"710","48","431","0500000US48431",49,NA,29,NA,462,NA,2017
"711","48","507","0500000US48507",1280,NA,1441,NA,3536,NA,2017
"712","48","057","0500000US48057",1082,NA,1020,NA,7733,NA,2017
"713","48","065","0500000US48065",154,NA,126,NA,2292,NA,2017
"714","48","155","0500000US48155",32,NA,90,NA,562,NA,2017
"715","48","161","0500000US48161",1113,NA,985,NA,7232,NA,2017
"716","48","175","0500000US48175",422,NA,361,NA,2755,NA,2017
"717","48","193","0500000US48193",515,NA,521,NA,3157,NA,2017
"718","48","197","0500000US48197",276,NA,188,NA,1533,NA,2017
"719","48","335","0500000US48335",221,NA,240,NA,2639,NA,2017
"720","48","449","0500000US48449",1774,NA,1798,NA,10675,NA,2017
"721","48","045","0500000US48045",87,NA,88,NA,664,NA,2017
"722","48","285","0500000US48285",946,NA,629,NA,7684,NA,2017
"723","48","291","0500000US48291",4247,NA,4857,NA,25974,NA,2017
"724","48","445","0500000US48445",569,NA,881,NA,4142,NA,2017
"725","48","497","0500000US48497",2538,NA,2283,NA,21691,NA,2017
"726","48","301","0500000US48301",6,NA,3,NA,31,NA,2017
"727","48","321","0500000US48321",2900,NA,2278,NA,13811,NA,2017
"728","48","371","0500000US48371",725,NA,375,NA,4420,NA,2017
"729","48","395","0500000US48395",1036,NA,1113,NA,6298,NA,2017
"730","48","397","0500000US48397",1713,NA,1484,NA,30365,NA,2017
"731","48","401","0500000US48401",2685,NA,2170,NA,17982,NA,2017
"732","48","441","0500000US48441",7639,NA,6661,NA,49443,NA,2017
"733","48","447","0500000US48447",156,NA,42,NA,712,NA,2017
"734","48","455","0500000US48455",1007,NA,770,NA,5934,NA,2017
"735","48","471","0500000US48471",5227,NA,1063,NA,21294,NA,2017
"736","48","499","0500000US48499",2163,NA,1671,NA,16122,NA,2017
"737","48","019","0500000US48019",1266,NA,857,NA,8278,NA,2017
"738","48","007","0500000US48007",1484,NA,1030,NA,9529,NA,2017
"739","48","075","0500000US48075",441,NA,368,NA,2282,NA,2017
"740","48","079","0500000US48079",243,NA,156,NA,1000,NA,2017
"741","48","081","0500000US48081",279,NA,144,NA,1574,NA,2017
"742","48","091","0500000US48091",4136,NA,2326,NA,47253,NA,2017
"743","48","099","0500000US48099",2822,NA,2752,NA,22424,NA,2017
"744","48","211","0500000US48211",109,NA,97,NA,1358,NA,2017
"745","48","225","0500000US48225",1955,NA,1414,NA,8328,NA,2017
"746","48","341","0500000US48341",888,NA,772,NA,6725,NA,2017
"747","48","349","0500000US48349",3027,NA,3444,NA,17326,NA,2017
"748","48","375","0500000US48375",8658,NA,7541,NA,43453,NA,2017
"749","48","405","0500000US48405",794,NA,596,NA,3202,NA,2017
"750","48","415","0500000US48415",605,NA,493,NA,5838,NA,2017
"751","48","417","0500000US48417",227,NA,154,NA,1257,NA,2017
"752","48","427","0500000US48427",5824,NA,6976,NA,16320,NA,2017
"753","48","433","0500000US48433",66,NA,41,NA,458,NA,2017
"754","48","461","0500000US48461",221,NA,100,NA,1308,NA,2017
"755","48","021","0500000US48021",3110,NA,3334,NA,26015,NA,2017
"756","48","049","0500000US48049",2339,NA,1821,NA,13835,NA,2017
"757","48","191","0500000US48191",271,NA,259,NA,1244,NA,2017
"758","48","025","0500000US48025",1690,NA,1283,NA,8531,NA,2017
"759","48","159","0500000US48159",554,NA,574,NA,3931,NA,2017
"760","48","163","0500000US48163",1035,NA,1117,NA,4530,NA,2017
"761","48","103","0500000US48103",197,NA,104,NA,1479,NA,2017
"762","48","281","0500000US48281",1055,NA,872,NA,7748,NA,2017
"763","48","475","0500000US48475",543,NA,380,NA,3956,NA,2018
"764","48","013","0500000US48013",2250,NA,2539,NA,15387,NA,2018
"765","48","353","0500000US48353",828,NA,675,NA,5469,NA,2018
"766","48","229","0500000US48229",276,NA,230,NA,900,NA,2018
"767","48","203","0500000US48203",3766,NA,3050,NA,23217,NA,2018
"768","48","327","0500000US48327",140,NA,106,NA,992,NA,2018
"769","48","149","0500000US48149",1172,NA,736,NA,9067,NA,2018
"770","48","491","0500000US48491",10317,NA,8274,NA,174754,NA,2018
"771","48","233","0500000US48233",1150,NA,750,NA,7191,NA,2018
"772","48","343","0500000US48343",860,NA,806,NA,5048,NA,2018
"773","48","361","0500000US48361",4393,NA,5033,NA,31989,NA,2018
"774","48","495","0500000US48495",416,NA,255,NA,2572,NA,2018
"775","48","201","0500000US48201",230199,NA,203857,NA,1583486,NA,2018
"776","48","053","0500000US48053",1617,NA,1374,NA,16849,NA,2018
"777","48","171","0500000US48171",1078,NA,598,NA,10717,NA,2018
"778","48","113","0500000US48113",132972,NA,116350,NA,917276,NA,2018
"779","48","311","0500000US48311",30,NA,11,NA,223,NA,2018
"780","48","503","0500000US48503",869,NA,734,NA,7105,NA,2018
"781","48","251","0500000US48251",5332,NA,5890,NA,56433,NA,2018
"782","48","223","0500000US48223",2093,NA,1837,NA,13405,NA,2018
"783","48","357","0500000US48357",438,NA,309,NA,3443,NA,2018
"784","48","275","0500000US48275",219,NA,200,NA,1330,NA,2018
"785","48","309","0500000US48309",16223,NA,11561,NA,89034,NA,2018
"786","48","095","0500000US48095",115,NA,36,NA,873,NA,2018
"787","48","137","0500000US48137",100,NA,91,NA,686,NA,2018
"788","48","133","0500000US48133",1253,NA,902,NA,6460,NA,2018
"789","48","243","0500000US48243",96,NA,71,NA,1050,NA,2018
"790","48","247","0500000US48247",432,NA,472,NA,1710,NA,2018
"791","48","339","0500000US48339",17653,NA,13168,NA,192823,NA,2018
"792","48","127","0500000US48127",999,NA,1013,NA,3309,NA,2018
"793","48","479","0500000US48479",20612,NA,20631,NA,73659,NA,2018
"794","48","011","0500000US48011",50,NA,19,NA,708,NA,2018
"795","48","069","0500000US48069",289,NA,345,NA,2532,NA,2018
"796","48","273","0500000US48273",2686,NA,1908,NA,10946,NA,2018
"797","48","097","0500000US48097",1802,NA,1811,NA,15368,NA,2018
"798","48","107","0500000US48107",425,NA,432,NA,2044,NA,2018
"799","48","151","0500000US48151",326,NA,162,NA,1649,NA,2018
"800","48","131","0500000US48131",907,NA,1034,NA,3511,NA,2018
"801","48","031","0500000US48031",396,NA,219,NA,4297,NA,2018
"802","48","241","0500000US48241",1926,NA,1541,NA,12583,NA,2018
"803","48","245","0500000US48245",16519,NA,15383,NA,94002,NA,2018
"804","48","271","0500000US48271",140,NA,168,NA,1170,NA,2018
"805","48","359","0500000US48359",55,NA,34,NA,527,NA,2018
"806","48","279","0500000US48279",1017,NA,718,NA,4754,NA,2018
"807","48","295","0500000US48295",154,NA,100,NA,1256,NA,2018
"808","48","307","0500000US48307",519,NA,470,NA,3255,NA,2018
"809","48","319","0500000US48319",279,NA,141,NA,1667,NA,2018
"810","48","125","0500000US48125",190,NA,101,NA,842,NA,2018
