"","disasterNumber","programTypeCode","programTypeDescription","stateCode","stateName","placeCode","placeName","designatedDate","entryDate","updateDate","closeoutDate","hash","id","lastRefresh"
"153",4332,"HA","HA - Housing Assistance","TX","Texas",99123,"DeWitt (County)",2017-09-04,2017-09-04,2017-09-04,NA,"db5ab4ade815944afa5d7d075398f474ef7bf870","fdf975ea-646b-44f2-95ff-4e0da8fd4956",2022-07-20 21:25:45
"154",4332,"HA","HA - Housing Assistance","TX","Texas",99167,"Galveston (County)",2017-08-27,2017-08-27,2017-08-27,NA,"0d53f8fdc64b36cc2e5758a78bfd56282cbdc648","d44bcea8-96f4-45da-8444-e651df51a148",2022-07-20 21:25:45
"155",4332,"HA","HA - Housing Assistance","TX","Texas",99245,"Jefferson (County)",2017-08-30,2017-08-30,2017-08-30,NA,"6882b70331c4b3851bade1ae4a91c15d8d84fcbc","4e1a6cb0-5a2a-46f1-949a-088164b74398",2022-07-20 21:25:45
"156",4332,"HA","HA - Housing Assistance","TX","Texas",99287,"Lee (County)",2017-09-04,2017-09-04,2017-09-04,NA,"2133395357d3d95336f3846f58e10c2f3f44ab81","d823065b-818e-4698-8e58-02db228fac09",2022-07-20 21:25:45
"157",4332,"HA","HA - Housing Assistance","TX","Texas",99361,"Orange (County)",2017-08-30,2017-08-30,2017-08-30,NA,"5e235311f331e54e6f16a8df7c259c410f5e029c","30f383c1-405a-4a62-a3b9-3347e8fe9496",2022-07-20 21:25:45
"158",4377,"HA","HA - Housing Assistance","TX","Texas",99249,"Jim Wells (County)",2018-07-31,2018-07-31,2018-07-31,NA,"8e70141c8eecc202a9fbe95f4369d8af9b0db227","4ad785ec-f7a0-4e10-920e-8ae03e10df27",2022-07-20 21:25:49
"159",4377,"HA","HA - Housing Assistance","TX","Texas",99215,"Hidalgo (County)",2018-07-06,2018-07-06,2018-07-06,NA,"0c94e15fe67d78ecc9ed4977d8f85bd1a091c746","a90ea000-3d51-4d69-a73b-9eacadb13f85",2022-07-20 21:25:49
"160",4377,"HA","HA - Housing Assistance","TX","Texas",99061,"Cameron (County)",2018-07-06,2018-07-06,2018-07-06,NA,"9b8abce5e3862011e274104e89ecb81344305b34","87f5aaee-2583-42b7-a30f-5f19c203cb9d",2022-07-20 21:25:49
"161",4454,"HA","HA - Housing Assistance","TX","Texas",99215,"Hidalgo (County)",2019-07-17,2019-07-17,2019-07-17,NA,"bdce9f9cf2591972f257f62911a461e0c7e988be","8d261ee4-dde4-434b-9492-3e8bc3eb8fe9",2022-07-20 21:25:58
"162",4454,"HA","HA - Housing Assistance","TX","Texas",99061,"Cameron (County)",2019-07-17,2019-07-17,2019-07-17,NA,"690c7bd8fb959fe22aa3b151eb11dbbea8f98616","c6ecbc1d-5720-4693-bb4f-2d6d4397fa39",2022-07-20 21:25:58
"163",4454,"HA","HA - Housing Assistance","TX","Texas",99489,"Willacy (County)",2019-07-17,2019-07-17,2019-07-17,NA,"a517f41a9ec80e6c863f55498194e8ca3e49c824","32d07ad4-6ff2-42fe-8cc0-b9140b7de321",2022-07-20 21:25:58
"164",4466,"HA","HA - Housing Assistance","TX","Texas",99339,"Montgomery (County)",2019-10-04,2019-10-04,2019-10-04,NA,"5e414421a7d14aa4a03edbbc20ebdd2beadbf269","5c89d960-2053-41f3-87b4-3c13e4103624",2022-07-20 21:25:59
"165",4466,"HA","HA - Housing Assistance","TX","Texas",99071,"Chambers (County)",2019-10-04,2019-10-04,2019-10-04,NA,"50a1713dc1ab9806fd0b8bb797f13ab073f82103","49a901a1-f233-4527-a752-c3456c602d2d",2022-07-20 21:25:59
"166",4466,"HA","HA - Housing Assistance","TX","Texas",99407,"San Jacinto (County)",2019-10-24,2019-10-24,2019-10-24,NA,"1902d39a6ee727f0268c00f624c706a7b0cef84f","4db04872-2cef-4492-a047-ffd254f769c4",2022-07-20 21:25:59
"167",4466,"HA","HA - Housing Assistance","TX","Texas",99201,"Harris (County)",2019-10-04,2019-10-04,2019-10-04,NA,"225a8c6bc8fcb3246c2136279f8400f5b8827b63","153195b6-eccb-40b8-a19e-5400bf6be799",2022-07-20 21:25:59
"168",4466,"HA","HA - Housing Assistance","TX","Texas",99291,"Liberty (County)",2019-10-04,2019-10-04,2019-10-04,NA,"a13a2e9b5ae11d496f710504e97efbcf760fac52","bd9a5383-53ab-40ee-b144-092251645e2c",2022-07-20 21:25:59
"169",4466,"HA","HA - Housing Assistance","TX","Texas",99245,"Jefferson (County)",2019-10-04,2019-10-04,2019-10-04,NA,"5a68e83be6d3217526c0eac8930e3e032830c5d4","4fde1263-603e-4b5c-9d21-66c59d18200b",2022-07-20 21:25:59
"170",4466,"HA","HA - Housing Assistance","TX","Texas",99361,"Orange (County)",2019-10-04,2019-10-04,2019-10-04,NA,"de390bbc92ae31bfe3e6a5f0d32b5019da28d765","9536a32f-1bb3-4d07-a7e0-e82febad710a",2022-07-20 21:25:59
